title,id,language,ontologyId,resultType,address,position,access,distance,categories,references,foodTypes,contacts,openingHours
Space Coffee & Milktea,here:pds:place:116w63gg-f87f61077eff0f56490fe445f8ecf2d6,en,here:cm:ontology:coffee,place,"{'label': 'Space Coffee & Milktea, ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.35084, 'lng': 103.85131}","[{'lat': 13.35074, 'lng': 103.8514}]",1861,"[{'id': '100-1000-0004', 'name': 'Food Market/Stall', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26626645'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]",[{'phone': [{'value': '+85511608717'}]}],"[{'text': ['Mon-Sun: 07:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Baby Elephant Boutique Hotel,here:pds:place:116w63gg-8badf9530b8146198ab950fa71b0a063,en,here:cm:ontology:coffee,place,"{'label': 'Baby Elephant Boutique Hotel, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.35003, 'lng': 103.84833}","[{'lat': 13.3499, 'lng': 103.8483}]",1870,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '100-1000-0001', 'name': 'Casual Dining'}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0368', 'name': 'Cocktail Lounge'}, {'id': '700-7460-0115', 'name': 'Tourist Information'}, {'id': '800-8600-0182', 'name': 'Swimming Pool'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '3836597'}]",,"[{'phone': [{'value': '+85577769126'}], 'mobile': [{'value': '+85577769126'}], 'www': [{'value': 'http://www.babyelephant.asia'}], 'email': [{'value': 'bookings@babyelephant.asia'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
JD's,here:pds:place:116w63gg-d2534a924850d78e267703889952b279,en,here:cm:ontology:bar_pub,place,"{'label': ""JD's, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.34388, 'lng': 103.85344}","[{'lat': 13.34391, 'lng': 103.85331}]",1057,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '21226762'}]","[{'id': '308-000', 'name': 'British Isles', 'primary': True}]","[{'phone': [{'value': '+855969078108'}], 'www': [{'value': 'www.facebook.com/jdssiemreap'}]}]","[{'text': ['Tue-Fri, Sun: 18:00 - 24:00', 'Sat: 16:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T180000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR,SU'}, {'start': 'T160000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SA'}]}]"
Wine O'Clock - Cafe & Deli Bar - 24hours,here:pds:place:116w63gg-5e9becb03ba640039677223938ae1f3e,en,here:cm:ontology:bar_pub,place,"{'label': ""Wine O'Clock - Cafe & Deli Bar - 24hours, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34594, 'lng': 103.86021}","[{'lat': 13.34599, 'lng': 103.86029}]",1397,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,,[{'phone': [{'value': '+855966669440'}]}],
Heaven & Dreamboys Siemreap - H&DB,here:pds:place:116w63gg-644e8dcbc1c54a39814e75b4469b2bc1,en,here:cm:ontology:bar_pub,place,"{'label': 'Heaven & Dreamboys Siemreap - H&DB, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.3467, 'lng': 103.85946}","[{'lat': 13.34683, 'lng': 103.85945}]",1445,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]",,,"[{'phone': [{'value': '+85510539099'}], 'www': [{'value': 'http://www.clubdreamboys.com'}]}]",
Infusion Bar,here:pds:place:116w63gg-a041fa08341a53c524ff496427e283b1,en,here:cm:ontology:bar_pub,place,"{'label': 'Infusion Bar, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34921, 'lng': 103.85329}","[{'lat': 13.34909, 'lng': 103.85336}]",1647,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26499038'}]",,"[{'phone': [{'value': '+85570565750'}], 'www': [{'value': 'http://infusionbar-siemreap.com'}]}]","[{'text': ['Tue-Fri: 17:00 - 24:00', 'Sat, Sun: 00:00 - 02:00, 17:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T170000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,SU'}, {'start': 'T170000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:FR,SA'}]}]"
Tango Bar,here:pds:place:116aabd1-ffb1aed571e209f5ffcef2f4806c38fe,en,here:cm:ontology:bar_pub,place,"{'label': 'Tango Bar, ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.34969, 'lng': 103.8503}","[{'lat': 13.34979, 'lng': 103.85021}]",1764,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '10039883'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '301-000', 'name': 'French'}]","[{'phone': [{'value': '+85599201115'}], 'www': [{'value': 'http://www.facebook.com/Tango-Bar-440333949485647'}]}]",
Samai Cafe & Bar,here:pds:place:116w63gg-def87c6e087948abb17b875c5cf86d4a,en,here:cm:ontology:bar_pub,place,"{'label': 'Samai Cafe & Bar, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35028, 'lng': 103.85746}","[{'lat': 13.35041, 'lng': 103.85751}]",1778,"[{'id': '100-1000-0009', 'name': 'Fast Food', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '16733388'}]","[{'id': '101-002', 'name': 'American - Southwestern', 'primary': True}, {'id': '200-000', 'name': 'Asian'}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-050', 'name': 'Fast Food'}]","[{'phone': [{'value': '+85592297333'}], 'www': [{'value': 'https://www.facebook.com/Samai-Cafe-Bar-383607449105358'}]}]","[{'text': ['Mon: 09:00 - 24:00', 'Tue, Thu-Sun: 06:00 - 12:00', 'Wed: 06:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T090000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO'}, {'start': 'T060000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,TH,FR,SA,SU'}, {'start': 'T060000', 'duration': 'PT18H00M', 'recurrence': 'FREQ:DAILY;BYDAY:WE'}]}]"
Street Three Eatery Siem Reap,here:pds:place:116w63gg-f404e8c3edb7e6c2eb05ba207bb00c1d,en,here:cm:ontology:bar_pub,place,"{'label': 'Street Three Eatery Siem Reap, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35081, 'lng': 103.8556}","[{'lat': 13.35086, 'lng': 103.85547}]",1817,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26846258'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '150-000', 'name': 'Australian'}, {'id': '800-066', 'name': 'Fusion'}]",[{'phone': [{'value': '+85581271503'}]}],"[{'text': ['Mon: 08:00 - 21:30', 'Wed-Sun: 10:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT13H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO'}, {'start': 'T100000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:WE,TH,FR,SA,SU'}]}]"
Channjuly Restaurant and Bar,here:pds:place:116d408k-c5df07c622cb092c83d16fdc0f9da2b2,en,here:cm:ontology:bar_pub,place,"{'label': 'Channjuly Restaurant and Bar, ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.34804, 'lng': 103.84552}","[{'lat': 13.34811, 'lng': 103.8455}]",1819,"[{'id': '200-2000-0000', 'name': 'Nightlife-Entertainment', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,,[{'phone': [{'value': '+85512413909'}]}],
The SEAT Cafe Siem Reap,here:pds:place:116w63gg-6924470463235aa0a17370cd4c977928,en,here:cm:ontology:bar_pub,place,"{'label': 'The SEAT Cafe Siem Reap, ផ្លូវជាតិ 63, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171202'}","{'lat': 13.35204, 'lng': 103.85346}","[{'lat': 13.35206, 'lng': 103.85332}]",1959,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25332752'}, {'supplier': {'id': 'tripadvisor'}, 'id': '26554069'}]",,"[{'phone': [{'value': '+85569826932', 'categories': [{'id': '200-2000-0011'}]}, {'value': '+855969138415'}], 'www': [{'value': 'https://web.facebook.com/embargosiemreap', 'categories': [{'id': '200-2000-0011'}]}]}]","[{'categories': [{'id': '200-2000-0011'}], 'text': ['Tue-Sat: 16:00 - 24:00', 'Sun: 16:00 - 23:00'], 'isOpen': False, 'structured': [{'start': 'T160000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR,SA'}, {'start': 'T160000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SU'}]}, {'categories': [{'id': '100-1100-0010'}], 'text': ['Mon, Wed-Fri: 07:30 - 18:30', 'Sat, Sun: 07:30 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T073000', 'duration': 'PT11H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,WE,TH,FR'}, {'start': 'T073000', 'duration': 'PT09H30M', 'recurrence': 'FREQ:DAILY;BYDAY:SA,SU'}]}]"
Luong Karaoke,here:pds:place:116w63gg-10a9e6fdc46bf0ddf81e79cb5ad28759,en,here:cm:ontology:bar_pub,place,"{'label': 'Luong Karaoke, ផ្លូវ សោមបៃ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ សោមបៃ', 'postalCode': '171204'}","{'lat': 13.34656, 'lng': 103.86888}","[{'lat': 13.34643, 'lng': 103.86887}]",2021,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25548264'}]",,"[{'phone': [{'value': '+85517232345'}], 'www': [{'value': 'https://luongkaraoke.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 07:00, 11:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T110000', 'duration': 'PT20H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Hip Hop Club,here:pds:place:116aabd1-c97d6fbfdd7d0907b46e4bc59bd59364,en,here:cm:ontology:bar_pub,place,"{'label': 'Hip Hop Club, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35265, 'lng': 103.85547}","[{'lat': 13.35277, 'lng': 103.85542}]",2021,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7269809'}]",,"[{'phone': [{'value': '+85512909200'}], 'www': [{'value': 'http://www.facebook.com/pages/Hip-Hop-Club/372836222820234'}]}]",
The Diner - Pizza Pasta Burgers & Bar,here:pds:place:116aabd1-45061c6295370b64cdd233e067f14c94,en,here:cm:ontology:bar_pub,place,"{'label': 'The Diner - Pizza Pasta Burgers & Bar, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.35272, 'lng': 103.85701}","[{'lat': 13.35274, 'lng': 103.85702}]",2041,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,"[{'id': '304-000', 'name': 'Italian', 'primary': True}]",[{'phone': [{'value': '+85578355990'}]}],
The Little Red Fox Bar & Cafe at Lub D,here:pds:place:116w63gg-360fde7d21ef4e149ee3ce71d8d36112,en,here:cm:ontology:bar_pub,place,"{'label': 'The Little Red Fox Bar & Cafe at Lub D, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.3525, 'lng': 103.85861}","[{'lat': 13.35218, 'lng': 103.85849}]",2043,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,,"[{'phone': [{'value': '+85512477177'}], 'www': [{'value': 'http://www.thelittleredfoxespresso.com/little-red-fox-bar-cafe'}]}]",
Salmon Terrace Siem Reap,here:pds:place:116w63gg-6953566aa0394a8d93a3d682b63035c5,en,here:cm:ontology:bar_pub,place,"{'label': 'Salmon Terrace Siem Reap, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.35286, 'lng': 103.85696}","[{'lat': 13.35277, 'lng': 103.85693}]",2056,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,"[{'id': '800-075', 'name': 'Seafood', 'primary': True}]",[{'phone': [{'value': '+85569888032'}]}],
One Eleven Gallery,here:pds:place:116w63gg-c452cf2ae3a94c58899c94cfb889db88,en,here:cm:ontology:bar_pub,place,"{'label': 'One Eleven Gallery, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.35302, 'lng': 103.85638}","[{'lat': 13.35289, 'lng': 103.85637}]",2068,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}, {'id': '300-3000-0024', 'name': 'Gallery'}]",,,"[{'phone': [{'value': '+85595501115'}], 'www': [{'value': 'http://oneelevengallery.com'}]}]",
Sunrise Bar,here:pds:place:116w63gg-f93049477506443f948631ed2011e7e9,en,here:cm:ontology:bar_pub,place,"{'label': 'Sunrise Bar, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35216, 'lng': 103.86105}","[{'lat': 13.35217, 'lng': 103.86105}]",2075,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}, {'id': '700-7200-0270', 'name': 'Entertainment and Recreation'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '17560496'}]",,"[{'phone': [{'value': '+855887147171'}], 'www': [{'value': 'http://m.facebook.com/SunriseriseWHAT'}]}]","[{'text': ['Mon-Sun: 00:00 - 07:00, 17:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T170000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Little Pub Street - Siem Reap,here:pds:place:116w63gg-61aa6aaef7c342c3ba84c19db3ee58ca,en,here:cm:ontology:bar_pub,place,"{'label': 'Little Pub Street - Siem Reap, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35216, 'lng': 103.86105}","[{'lat': 13.35217, 'lng': 103.86105}]",2075,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]",,,,
Roof101,here:pds:place:116w63gg-3541d3402aaa5d4b81b52dc2b08541bf,en,here:cm:ontology:bar_pub,place,"{'label': 'Roof101, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35216, 'lng': 103.86105}","[{'lat': 13.35217, 'lng': 103.86105}]",2075,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '17291686'}]",,"[{'phone': [{'value': '+855888299997'}], 'www': [{'value': 'https://www.facebook.com/roof101pubstreet'}]}]",
The Town Bar,here:pds:place:116w63gg-5b35b09a2e8e4be18ba0ab8bddab95dd,en,here:cm:ontology:bar_pub,place,"{'label': 'The Town Bar, ផ្លូវ 7 មករ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ 7 មករ', 'postalCode': '171204'}","{'lat': 13.35346, 'lng': 103.85608}","[{'lat': 13.35289, 'lng': 103.85635}]",2114,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]",,,[{'phone': [{'value': '+85512563769'}]}],
My Taste,here:pds:place:116w63gg-d5f84f2a84078212b0ccb7a253b02fbf,en,here:cm:ontology:bar_pub,place,"{'label': 'My Taste, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.35355, 'lng': 103.8526}","[{'lat': 13.35342, 'lng': 103.85255}]",2135,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25275190'}]","[{'id': '101-000', 'name': 'American', 'primary': True}, {'id': '301-000', 'name': 'French'}, {'id': '308-000', 'name': 'British Isles'}]",[{'phone': [{'value': '+85517712223'}]}],"[{'text': ['Mon: 00:00 - 23:30'], 'isOpen': False, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO'}]}]"
